Titre,Prix,Nombre de pieces,Type,Adresse,Secteur,Surface totale en m^2,Salons,Salles de bain,Etage,Age du bien,Superficie habitable,Frais de syndic / mois,Garage,Securite,Meuble,Climatisation,Chauffage,Parking,Concierge,Piscine,Jardin,Loti,Cuisine equipee,Terrasse,Ascenseur,Balcon
Appt Balnéaire 2eme étage - vue Piscine,1050000.0,2.0,Appartements, Blanca Beach,Toute la ville,75.0, 1,2,2.0,1-5 ans,75 ,400,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Oui
محل تجاري محفض قرب البنك الشعبي المسيرة,800000.0,,Magasins, lskny@ ,Diour 10000,15.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
بقعة فيلات,550000.0,,Terrains et Fermes, lyns mhdy@,Autre secteur,168.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Maison à Tanger,8500000.0,11.0,Maisons et Villas,,Tanja Balia,530.0, 1,3,,,,0,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Oui,Non,Oui,Oui,Non,Oui
Villa,8300000.0,11.0,Maisons et Villas,,Iberie,800.0,,4 ,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Bel Appartement Californie,1030000.0,2.0,Appartements, Bd Taddart,Californie,72.0, 1,2,2.0,1-5 ans,72 ,0,Non,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Oui
haute standing appartements 110m² à dar bouaaza,880000.0,3.0,Appartements,,Toute la ville,110.0, 1,2,,,,0,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Oui
أرض للبيع مساحة 6500م,500000.0,,Terrains et Fermes, 'rD flHy@ ,Toute la ville,6500.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement en Vente à Ain Sebaa,490000.0,2.0,Appartements, Bd Chefchaouani,Ain Sebaa,60.0, 1,1,4.0,11-20 ans,57 ,50,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui
MAISON A AIN SEBAA - ZONE R5,2580000.0,5.0,Maisons et Villas, Cassifcac proche la route cotiere,Ain Sebaa,286.0, 3,3,,21+ ans,124 ,0,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Oui
Appartements Neufs Bien Finis,440000.0,3.0,Appartements, Centre ville,Toute la ville,75.0, 2,2,2.0,Neuf/Premiere main,75 ,0,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Oui
Appart 162 M2/Belle résidence sur Zerktouni 2.8,28000000.0,5.0,Appartements,,Anfa,162.0, 2,,4.0,11-20 ans ,146 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement à vendre à Hay Zoubir Oulfa,747000.0,3.0,Appartements, LOTISSEMENT EZZOUBEIR,Oulfa,69.0, 1,1,3.0,11-20 ans,69 ,1,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Magasin en Vente à Mohammedia,310000.0,1.0,Magasins, Pres bd mohammed 6,Centre Ville,18.0,,1 ,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
appartement neuf Belle opportunité,780000.0,1.0,Appartements, Residence Chedani Rue de la liberation ,Roches Noires,99.0, 1,1,1.0,Neuf/Premiere main,46 ,300,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Non
Appartement de 66 m2 à 2 Mars,1064000.0,3.0,Appartements,,2 Mars,66.0, 1,2,,,,0,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Non,Oui,Non,Oui,Oui
Appartement 70m2 à 2 Mars,1163250.0,2.0,Appartements,,2 Mars,70.0, 1,1,,,,0,Non,Non,Non,Oui,Oui,Non,Oui,Non,Non,Non,Oui,Non,Oui,Non
Appartement en Vente à Casablanca,700000.0,3.0,Appartements, allee des amandiers ain sebaa ,Ain Sebaa,80.0, 1,2,3.0,Neuf/Premiere main,80 ,200,Non,Oui,Non,Oui,Non,Oui,Non,Non,Non,Non,Oui,Non,Oui,Oui
Magasin en Vente à Temara,600000.0,,Magasins, Immeuble Attadamoune,Abi Horaira,32.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement en Vente à Rabat,750000.0,3.0,Appartements,,Hay Nahda,130.0, 3,1,4.0,11-20 ans,100 ,100,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Oui
moyen standing neuf 1 er étage à céder,400000.0,2.0,Appartements, Lotissement Bassatine ,Toute la ville,64.0, 1,1,1.0,Neuf/Premiere main ,60 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
بلوك المعلم عبد الله الالفة قرب سوق دالاس,480000.0,3.0,Maisons et Villas, blwk lm`lm `bd llh llf@ ,Oulfa,64.0, 1,1,,,64 m,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement en Vente à Agadir tilila,870000.0,,Appartements,,Tilila,,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Maison et villa en Vente à Rabat,8500000.0,4.0,Maisons et Villas, avenue mokawam galerie grinson pres hotel texuda ,Hay Riad,725.0, 2,2,,6-10 ans,425 ,0,Oui,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Non,Oui,Non,Oui
Maison et villa en Vente à Casablanca,2400000.0,11.0,Maisons et Villas,,Ben M'sick,60.0, 1,4,,11-20 ans ,2 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
villa,6000000.0,5.0,Maisons et Villas, lot el kheir la Hacienda GSM 0662 76 40 92,La Hacienda,480.0, 7+,3,,21+ ans ,760 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement 70 m2 jdida AVEC GRAGE,540000.0,2.0,Appartements, NASSIM ...............,Sidi Maarouf,70.0, 1,2 ,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
دار من ثلاث طوابق,1000000.0,,Maisons et Villas,,Toute la ville,84.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement,260000.0,2.0,Appartements, Parc errahma dar bouazza casablanca,Route d'Azemmour,50.0, 1,2,3.0,1-5 ans,50 ,30,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Terrain et ferme en Vente à Boufkrane,330000.0,,Terrains et Fermes, El menzeh 3,Toute la ville,87.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
joli appartement Douha,210000.0,2.0,Appartements, Mghogha route de tetouan,Zone Industrielle Mghogha,56.0, 1,1,4.0,,,50,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui
Appartement en Vente à Tanger,650000.0,4.0,Appartements, Rue molay Yousef ,Centre,110.0, 3,2,4.0,6-10 ans,80 ,650000,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement en Vente à Marrakech,850000.0,3.0,Appartements, residence NFIS 3 Daoudiate Marrakech,Daoudiate,107.0, 1,2,3.0,21+ ans,107 ,200,Non,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,Oui
superbe appartement à ain sbaa,600000.0,2.0,Appartements, ain sbaa doha 1,Ain Sebaa,62.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
apartement,200000.0,1.0,Appartements, ain.semane..,Autre secteur,, 1,1,0.0,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Terrain à Had Soualem,3000000.0,,Terrains et Fermes, Sidi maarouf 6 rue 8 numero 12,Toute la ville,2.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
terrain à vendre,650000.0,,Terrains et Fermes, tiflet,Toute la ville,10.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement en Vente à Kénitra,280000.0,2.0,Appartements, av mohamed 5,Bab Fes,69.0, 1,1,4.0,1-5 ans,63 ,100,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui
Joli appart duplex avendre sur haj fath,950000.0,4.0,Appartements, Route haj fath,Lissasfa,140.0, 1,2,0.0,,140 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non
Studio meublé à vendre Guéliz,720000.0,1.0,Appartements, Gueliz Marrakech ,Gueliz,39.0, 1,1,0.0,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Vente lots a prestigia argan golf 3 façade,1340000.0,,Terrains et Fermes,,Route d'Amezmiz,424.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Bel appartement,580000.0,3.0,Appartements, Residence Les Jardins d''El Jadida appartement 11,Sidi Moussa,, 1,1,2.0,1-5 ans,64 ,0,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Oui
Appartement en Vente à Bouznika,650000.0,5.0,Appartements, Avenue almostakbal,Quartier Industriel,92.0, 2,1,2.0,Neuf/Premiere main,82 ,120,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Non,Non,Non
Maison à Sidi Kacem,750000.0,5.0,Maisons et Villas, THAMI AMAR,Toute la ville,128.0, 1,1,,1-5 ans,,0,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui
terrain à vendre,700000.0,,Terrains et Fermes, tiflet,Toute la ville,1.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Terrain de 25000 m2 à Ghnimyene Berrechid,625000.0,,Terrains et Fermes, Telephone. 0619777455,Route d'El Jadida,2.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
شقة,3600000.0,2.0,Appartements, wld `rf@ Hy lml lqnyTr@ lTbq lwl rqm 5,Autre secteur,58.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
appartement à vendre شقة للبيع,240000.0,2.0,Appartements, ifan 2,Achakar,56.0, 1,1,0.0,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement à Marrakech,390000.0,2.0,Appartements, HAY AL FADL,Route de Casablanca,72.0, 1,1,0.0,11-20 ans,72 ,0,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non
APPARTEMENT A VENDRE,380000.0,3.0,Appartements, RIAD SIDI MOUMEN GROUPE 3,Sidi Moumen,50.0, 1,1,1.0,1-5 ans,50 ,50,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
VILLA AVEC PISCINE SUR LA ROUTE DE CABO NEGRO,4200000.0,4.0,Maisons et Villas, CABO NEGRO,Autre secteur,500.0, 2,2,,,310 ,0,Oui,Oui,Non,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Non
دبو,2400000.0,,Magasins, Bouknadel avenue anaser,Toute la ville,1082.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
villa daoudiat,2400000.0,4.0,Maisons et Villas, chari3 ben albana daoudiate ,Daoudiate,200.0, 3,3,,,110 ,0,Oui,Non,Non,Oui,Non,Oui,Non,Non,Oui,Non,Non,Oui,Non,Oui
شقق دات جودة ممتازة في سيدي مومن,442000.0,2.0,Appartements,,Sidi Moumen,68.0, 1,1,,,,0,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Oui,Non,Oui
appartement en plein centre,4200000.0,7.0,Appartements, shr` bn lkhTyb,Route Ain Chkaf,, 2,2,0.0,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Lots terrain pour ecole a krouche temara,6400000.0,,Terrains et Fermes, Route de sidi yahya,Hoda,1600.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non
فيلا للبيع همزة,2200000.0,11.0,Maisons et Villas, sydy rHl,Ain Diab,1200.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
appartement 54m hay bachir 2,480000.0,1.0,Appartements, hay bachir 2 a cote de carrefour,Hay Chmaou,, 2,2,1.0,6-10 ans,54 ,10,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement en Vente à Casablanca,800000.0,,Appartements, HAY SADRI CASABLANCA,Hay Sadri,92.0,,,0.0,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
chalet,850000.0,5.0,Maisons et Villas, ain sultane,Toute la ville,250.0, 1,2,,6-10 ans,150 ,0,Non,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui
appartement bien modiffiè,290000.0,4.0,Appartements, doha,Hay Salam,56.0, 1,1,4.0,1-5 ans,56 ,900,Non,Oui,Non,Oui,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Oui
Maison à Tahannaout,260000.0,2.0,Maisons et Villas, Douare Moulaye Brahime,Toute la ville,96.0, 1,1,,11-20 ans,96 ,0,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non
Appartement à Larache,830000.0,4.0,Appartements, MAGHREB JADID enface district de police,Toute la ville,114.0, 1,2,3.0,11-20 ans,114 ,200,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Oui
Villa de 240m2 sur la route de Casa avec piscine,2550000.0,6.0,Maisons et Villas,,Route de Casablanca,240.0, 3,2,,6-10 ans,300 ,0,Oui,Oui,Non,Oui,Non,Oui,Non,Oui,Oui,Non,Oui,Oui,Non,Oui
Appartement en Vente à Cabo Negro,850000.0,2.0,Appartements,,Toute la ville,68.0, 1,1,2.0,1-5 ans,68 ,70,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Oui
Appartement de 63m² sans vis-à-vis MADINATI,420000.0,2.0,Appartements, Madinati Azhar,Sidi Bernoussi,72.0, 1,1,3.0,11-20 ans ,63 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Maison et villa en Vente à El Jadida,560000.0,8.0,Maisons et Villas,,Centre,1.0, 2,4 ,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement Tanger,1250000.0,5.0,Appartements, Rue Mouqawama ,Centre ville,95.0, 1,2,1.0,1-5 ans,95 ,200,Non,Oui,Non,Oui,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui,Oui
Maison en Vente à El Ksiba,800000.0,5.0,Maisons et Villas, massalah centre ,Toute la ville,300.0, 2,1,,21+ ans,300 ,0,Oui,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Oui
شقة بزنقة زاكورة القرية سلا,270000.0,1.0,Appartements, znq@ zkwr@ ,El Qaria,53.0, 1,1,3.0,11-20 ans,53 ,0,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement,1250000.0,5.0,Appartements,,Centre ville,95.0,,2,0.0,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
العوامة الغربية شارع القدس,4200000.0,,Terrains et Fermes,,Aouama Gharbia,300.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
دار سفلية للبيع,275000.0,,Appartements, dchira beni mellal,Toute la ville,,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
maison commercial,1600000.0,10.0,Maisons et Villas, route maghnia lot el maqri n37 rue marjane,Hay Ennasr,140.0, 2,2,,11-20 ans ,137 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement à Ain Harrouda,640000.0,2.0,Appartements, lot viadicc,Toute la ville,70.0, 1,2,3.0,1-5 ans,68 ,0,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Non,Oui,Oui
villa,4000000.0,9.0,Maisons et Villas,,Al Kodia,470.0, 3,3,,11-20 ans,140 ,0,Oui,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Oui,Non,Oui
appartement à jnane louz oulfa,600000.0,3.0,Appartements,,Oulfa,,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
 Appartement à Sidi Yahya El Gharb,600000.0,2.0,Appartements, Sidi Yahya El Ghar,Autre secteur,90.0, 1,1,4.0,6-10 ans,90 ,150,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui
Appartement au centre de Casablanca,1980000.0,,Appartements, Rue des hopitaux,Quartier des Hopitaux,144.0, 2,,6.0,11-20 ans,,300,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Non,Oui,Oui
برطما 2 فرشدات,750000.0,1.0,Appartements, `y'sh@ l`wm@ ,Autre secteur,80.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
شقة,340000.0,2.0,Appartements, frH lslm,Oulfa,50.0, 1,1,2.0,,50 ,50,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Terrain en Vente à Rommani,5500000.0,,Terrains et Fermes, Rommani Centre,Toute la ville,2200.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement de 110 m2 massira 1,1000000.0,3.0,Appartements,,Massira 1,110.0, 1,2,0.0,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
منزل مكون من 4 شقق محفظة,650000.0,11.0,Maisons et Villas, Hay Al Massira,Toute la ville,376.0, 5,5,,1-5 ans ,376 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Maison et villa en Vente à Oujda,950000.0,4.0,Maisons et Villas, 5 rue full 2 ,Hay Lazaret,230.0, 3,2,,6-10 ans,230 ,0,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non
Appartement en Vente à Casablanca,580000.0,2.0,Appartements, Essalam2 Oulfa casablanca,Oulfa,65.0, 1,1,3.0,11-20 ans,65 ,50,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non
bureau a AVENUE med diouri,870000.0,1.0,Bureaux et Plateaux, AVENUE MED DIOURI,Centre,83.0,,,0.0,,,0,Non,Oui,Non,Oui,Oui,Oui,Non,Non,Non,Non,Non,Non,Oui,Non
Appartement à allal fassi près pain quotidien,980000.0,2.0,Appartements,,Allal El Fassi,,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
maison 3 niveau,1100000.0,9.0,Maisons et Villas, Route de taza,Autre secteur,,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appartement standing a 5 min de ASWAK ASSALAM,590000.0,3.0,Appartements, rue N 3 Bir rami ,Bir Rami,93.0, 1,2,4.0,Neuf/Premiere main,,0,Non,Oui,Non,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Oui
Maison en Vente à Moulay Bousselham,324000.0,1.0,Maisons et Villas,,Toute la ville,120.0, 0,0,,Neuf/Premiere main ,120 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Terrain et ferme en Vente à Marrakech,2950000.0,,Terrains et Fermes, Km 10 route de l''Ourika,Route d'Ourika,1.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Terrain 60 hiktar en Vente à Marrakech,2300000.0,,Terrains et Fermes, Rout amezmiz,Route d'Amezmiz,60.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Appart 151m2 avec grande terrasse à allal fassi,840000.0,2.0,Appartements,,Allal El Fassi,151.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
jolie appartement à residence semiramis,820000.0,4.0,Appartements, residence semiramis ,Sidi Hajji,97.0, 1,1,2.0,,97 ,150,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Oui
Appart 3 chambres 2 salons allal fassi à Nfiss1,940000.0,3.0,Appartements,,Allal El Fassi,119.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
بقعة ارضية 100 مثر صندوق,180000.0,,Autre Immobilier, Hshsh sydy byby qrb msjd lnwr ,Toute la ville,100.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Bo93a lilbay3,480000.0,,Terrains et Fermes, Yahyaa R22,Toute la ville,89.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
شقة فاخرة,840000.0,5.0,Appartements, qm@ ltzy qrb lbnk lsh`by lmrkzy ,Toute la ville,128.0, 2,2,2.0,,128 m,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
apartment 60 M 03 pièces,500000.0,3.0,Appartements, residence argana 3,Al Wifaq,60.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
أرض زراعية,800000.0,,Terrains et Fermes, Jemaa shaim,Autre secteur,,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
أرض,350000.0,,Terrains et Fermes,,Route Ain Chkaf,1000.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
دار زوينة,165000.0,,Maisons et Villas, Hy lsh`ybt ryD 4 qrb Hmm wmsjd,Toute la ville,50.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
أرض فلاحية,900000.0,,Terrains et Fermes, lotissement hanan deroua ,Toute la ville,2.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Apt prés mosquée Essalam 134 m2,690000.0,4.0,Appartements, Bloc D Mosquee Essalam,Al Maghrib Al Arabi,134.0, 1,1,0.0,1-5 ans,,100,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Non
منزل رائع,2600000.0,11.0,Maisons et Villas,,manar,110.0, 4,7+,,1-5 ans,,0,Oui,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non
Maison et villa en Vente à Marrakech,750000.0,4.0,Maisons et Villas,,Route de Casablanca,80.0, 1,2,,1-5 ans ,80 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
برطمة70م ارضية رائعة للبيع بفراشها,480000.0,2.0,Appartements, shr` bn bdys qrb mrshy lkdy@ ,Centre,70.0, 1,2,0.0,11-20 ans,70 ,100,Non,Oui,Oui,Non,Non,Oui,Oui,Non,Non,Non,Oui,Oui,Non,Oui
Salon de coiffure femme a vendre à 2 mars 53m,1350000.0,2.0,Magasins, Quartier 2 mars,2 Mars,53.0,,1,,,,0,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
قطعةارض للبيع في البريدية قرب العمارات مساحة 57m,170000.0,,Terrains et Fermes, lbrydy@qrb `mrt l`mrn,Autre secteur,57.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
appart à al kawtar mohmmadia,1300000.0,3.0,Appartements, al kawtar residences ,Mimosas,80.0, 1,,3.0,1-5 ans ,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Ferme de 8 hectars a Marrakech,3600000.0,,Terrains et Fermes, AIT AIMOUR,Autre secteur,8.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Grand appartement 3 chambre salon 90m2 a mabrouka,700000.0,4.0,Appartements,,Mabrouka,90.0, 1,2,,Neuf/Premiere main,,0,Non,Oui,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Oui,Oui,Oui,Oui
Terrain immeuble 2 facades 600m A Hay Charaf,7200000.0,,Terrains et Fermes,,Hay Charaf,600.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
Maison commercial de 114m a cote de Bd Nakhil,2200000.0,6.0,Maisons et Villas, a cote de Bd Nakhil,M'Hamid,100.0, 2,4,,Neuf/Premiere main,,0,Oui,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui,Non,Non
Appartement à vendre,1450000.0,3.0,Appartements, Residence al qods Gh11 boulevard al qods,Ain Chock,110.0, 1,2,1.0,6-10 ans,110 ,200,Non,Oui,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Non,Oui,Oui
دار بدرب اللبار الساقية الفوقية,470000.0,5.0,Maisons et Villas, dr llby` bdrb llbr lsqy@ lfwqy@,Medina,100.0, 1,1,,21+ ans ,100 ,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
برطما,260000.0,3.0,Appartements,,Sbata,40.0,,1,0.0,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
terrain a bouznika R3,559000.0,,Terrains et Fermes, autre secteur,Autre secteur,130.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non
Appartement à Fès,570000.0,3.0,Appartements, Residence Road Al Azha,Route d'Immouzere,96.0, 2,2,,,80 ,50,Non,Oui,Non,Non,Non,Oui,Oui,Non,Non,Non,Non,Oui,Non,Non
Appart 83 m² au 1er étg Cabinet/Bureau,900000.0,2.0,Bureaux et Plateaux, RP SIDI MASOUD SIDI MAAROUF ,Sidi Maarouf,83.0,,1,0.0,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
بقعة لانشاء محطة للبنزين,2500000.0,,Terrains et Fermes,,Autre secteur,3000.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
براكة بولد مرزك,1800000.0,,Autre Immobilier, dar bouaaza,Autre secteur,60.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
local commercial,900000.0,1.0,Magasins, massira2 chiga,Messrour 2,199.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
maison R4 a vendre sbata,1600000.0,,Maisons et Villas, sbata,Sbata,64.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
محل عين السبع حليوة,280000.0,,Magasins, Hlyw@ `yn lsb` ,Ain Sebaa,14.0,,,,,,0,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non
